ライブ,raibu,live; concert,ライブに行く。 (Go to a live show.)
低い,hikui,low,低い山 (low mountain)
ソフト,sofuto,soft; software,ソフトを使う。 (Use software.)
額,gaku,amount; sum,金額 (amount of money)
バス,basu,bus,バスに乗る。 (Ride the bus.)
困る,komaru,to be troubled; to have difficulty,困る (to be troubled)
母,haha,mother,母に会う。 (Meet mother.)
チェック,chekku,check,チェックする (to check)
ちゃんと,chanto,properly; correctly,ちゃんとする。 (Do it properly.)
われわれ,wareware,we; us,我々は学生だ。 (We are students.)
学習,gakushuu,learning; study,学習する (to learn)
靴,kutsu,shoes,靴を履く。 (Wear shoes.)
むしろ,mushiro,rather; instead,むしろ行かない。 (Rather, I won't go.)
まさに,masani,exactly; precisely,まさにその通り。 (Exactly right.)
権利,kenri,right; privilege,権利がある。 (Have rights.)
発展,hatten,development; expansion,発展する (to develop)
記録,kiroku,record; documentation,記録する (to record)
割,wari,rate; ratio; discount,割引 (discount)
光,hikari,light,光が強い。 (The light is strong.)
個,ko,individual; piece,一個 (one piece)
計算,keisan,calculation,計算する (to calculate)
雨,ame,rain,雨が降る。 (It rains.)
設計,sekkei,design; planning,設計する (to design)
種類,shurui,type; kind,種類が多い。 (Many types.)
非,hi,non-; un-,非常 (emergency)
現場,genba,scene; site,現場に行く。 (Go to the scene.)
途中,tochuu,on the way; midway,途中で会う。 (Meet on the way.)
気分,kibun,feeling; mood,気分がいい。 (Feel good.)
昭和,shouwa,Showa era,昭和時代 (Showa period)
地球,chikyuu,Earth,地球を守る。 (Protect the Earth.)
嬉しい,ureshii,happy; glad,嬉しいです。 (I'm happy.)
移動,idou,movement; transfer,移動する (to move)
絵,e,picture; painting,絵を描く。 (Draw a picture.)
ごと,goto,every; each,日ごと (every day)
限る,kagiru,to limit; only,ここに限る。 (Only here.)
料,ryou,fee; charge,料金 (fee)
発行,hakkou,publication; issue,発行する (to publish)
宗教,shuukyou,religion,宗教を信じる。 (Believe in religion.)
企画,kikaku,planning; project,企画する (to plan)
改正,kaisei,revision; amendment,改正する (to revise)
数字,suuji,number; numeral,数字を書く。 (Write numbers.)
倍,bai,times; double,二倍 (double)
線,sen,line; route,線を引く。 (Draw a line.)
そのもの,sono mono,itself; that very thing,それそのもの (that itself)
不安,fuan,anxiety; unease,不安だ。 (I'm anxious.)
自ら,mizukara,oneself; by oneself,自らやる。 (Do it oneself.)
決まる,kimaru,to be decided,決まる (to be decided)
広い,hiroi,wide; spacious,広い部屋 (spacious room)
広告,koukoku,advertisement,広告を見る。 (See an advertisement.)
土地,tochi,land; ground,土地を買う。 (Buy land.)
それら,sorera,those,それらは本です。 (Those are books.)
有名,yuumei,famous,有名な人 (famous person)
基づく,motozuku,to be based on,事実に基づく。 (Based on facts.)
言語,gengo,language,言語を学ぶ。 (Learn a language.)
共同,kyoudou,joint; together,共同で (together)
年代,nendai,era; period,年代が違う。 (Different era.)
タイプ,taipu,type; kind,タイプが違う。 (Different type.)
観る,miru,to watch; to view,映画を観る。 (Watch a movie.)
プロジェクト,purojekuto,project,プロジェクトを始める。 (Start a project.)
要求,youkyuu,demand; request,要求する (to demand)
差,sa,difference; gap,差がある。 (There's a difference.)
残す,nokosu,to leave; to save,残す (to leave)
教授,kyouju,professor,教授に会う。 (Meet a professor.)
さえ,sae,even; if only,それさえあれば (if only I had that)
戦略,senryaku,strategy,戦略を立てる。 (Make a strategy.)
営業,eigyou,business; sales,営業する (to do business)
制,sei,system; control,制度 (system)
無理,muri,impossible; unreasonable,無理だ。 (It's impossible.)
役割,yakuwari,role; part,役割がある。 (Have a role.)
改善,kaizen,improvement,改善する (to improve)
北朝鮮,kitachousen,North Korea,北朝鮮について (about North Korea)
きっと,kitto,surely; certainly,きっと来る。 (Will definitely come.)
期,ki,period; term,期間 (period)
イギリス,igirisu,Britain; UK,イギリスに行く。 (Go to Britain.)
ユーザー,yuuzaa,user,ユーザーが多い。 (Many users.)
撮影,satsuei,photography; filming,撮影する (to film)
エネルギー,enerugii,energy,エネルギーを使う。 (Use energy.)
知れる,shireru,to become known,知れる (to become known)
拡大,kakudai,expansion; enlargement,拡大する (to expand)
色々,iroiro,various,色々な本 (various books)
いただける,itadakeru,can receive (humble),いただけますか？ (Can I receive it?)
道路,douro,road; street,道路を歩く。 (Walk on the road.)
種,tane,seed; kind,種を植える。 (Plant seeds.)
切る,kiru,to cut; to turn off,紙を切る。 (Cut paper.)
憲法,kenpou,constitution,憲法を守る。 (Protect the constitution.)
感謝,kansha,gratitude; thanks,感謝する (to thank)
い,i,stomach,胃が痛い。 (Stomach hurts.)
感覚,kankaku,sense; feeling,感覚がある。 (Have a sense.)
旅,tabi,travel; trip,旅に出る。 (Go on a trip.)
紙,kami,paper,紙を書く。 (Write on paper.)
高校,koukou,high school,高校生 (high school student)
なり,nari,or; either,行くなり帰るなり (go or return)
付ける,tsukeru,to attach; to turn on,名前を付ける。 (Give a name.)
厳しい,kibishii,strict; severe,厳しい先生 (strict teacher)
仕方,shikata,way; method,仕方がない。 (It can't be helped.)
合わせる,awaseru,to combine; to match,合わせる (to combine)
実行,jikkou,execution; implementation,実行する (to execute)
とりあえず,toriaezu,for now; first of all,とりあえず行く。 (I'll go for now.)
記者,kisha,reporter; journalist,記者に会う。 (Meet a reporter.)
通常,tsuujou,usually; normally,通常は (usually)
既に,sudeni,already,既に終わった。 (Already finished.)
現状,genjou,current situation,現状を確認する。 (Check current situation.)
建設,kensetsu,construction,建設する (to construct)
味,aji,taste; flavor,味がいい。 (Tastes good.)
だが,daga,but; however,だが、違う。 (But it's different.)
スタッフ,sutaffu,staff,スタッフが多い。 (Many staff members.)
先日,senjitsu,the other day,先日会った。 (I met you the other day.)
最新,saishin,latest; newest,最新の情報 (latest information)
中央,chuou,center; central,中央に (in the center)
幸せ,shiawase,happiness; happy,幸せです。 (I'm happy.)
似る,niru,to resemble,母に似る。 (Resemble mother.)
犬,inu,dog,犬を飼う。 (Keep a dog.)
平均,heikin,average,平均を取る。 (Take the average.)
カード,kaado,card,カードを使う。 (Use a card.)
あれ,are,that (over there),あれは何？ (What is that?)
物語,monogatari,story; tale,物語を読む。 (Read a story.)
末,sue,end; tip,月末 (end of month)
財政,zaisei,finance; fiscal,財政問題 (fiscal problem)
追加,tsuika,addition; adding,追加する (to add)
不思議,fushigi,mystery; wonder,不思議だ。 (It's mysterious.)
ネットワーク,netto waaku,network,ネットワークを作る。 (Create a network.)
警察,keisatsu,police,警察に通報する。 (Report to police.)
初,hatsu,first; beginning,初めて (for the first time)
雑誌,zasshi,magazine,雑誌を読む。 (Read a magazine.)
提案,teian,proposal; suggestion,提案する (to propose)
編,hen,edition; compilation,第一編 (first edition)
思い出す,omoidasu,to remember; to recall,思い出す (to remember)
大人,otona,adult,大人になる。 (Become an adult.)
日々,hibi,every day; daily,日々勉強する。 (Study every day.)
様子,yousu,appearance; state,様子を見る。 (Check the situation.)
なさる,nasaru,to do (honorific),なさる (to do [honorific])
いろんな,ironna,various,いろんな人 (various people)
生徒,seito,student,生徒がいる。 (Have students.)
にくい,nikui,difficult to do,読みにくい (difficult to read)
マン,man,man,マンション (apartment)
総合,sougou,comprehensive; general,総合的に (comprehensively)
使える,tsukaeru,can use; usable,使える (can use)
値,ne/atai,value; price,値が高い。 (Price is high.)
活用,katsuyou,utilization; use,活用する (to utilize)
決して,kesshite,never; by no means,決して行かない。 (I'll never go.)
交換,koukan,exchange,交換する (to exchange)
身体,karada,body,身体を動かす。 (Move the body.)
整備,seibi,maintenance; preparation,整備する (to maintain)
リスク,risuku,risk,リスクがある。 (There's a risk.)
規定,kitei,regulation; rule,規定を守る。 (Follow regulations.)
想像,souzou,imagination,想像する (to imagine)
ああ,aa,oh; ah,ああ、そうか。 (Oh, I see.)
ケース,keesu,case,ケースを調べる。 (Investigate the case.)
アジア,ajia,Asia,アジアの国 (Asian country)
左,hidari,left,左に曲がる。 (Turn left.)
満足,manzoku,satisfaction,満足する (to be satisfied)
規模,kibo,scale; size,規模が大きい。 (Large scale.)
集,shuu,collection; gathering,集める (to collect)
本当,hontou,truth; real,本当ですか？ (Is it true?)
以降,ikou,from now on; after,以降は (from now on)
比較,hikaku,comparison,比較する (to compare)
素晴らしい,subarashii,wonderful; amazing,素晴らしい！ (Wonderful!)
法人,houjin,corporation; legal entity,法人を作る。 (Create a corporation.)
クラス,kurasu,class,クラスに参加する。 (Join a class.)
犯罪,hanzai,crime,犯罪を犯す。 (Commit a crime.)
おっしゃる,ossharu,to say (honorific),おっしゃる (to say [honorific])
午前,gozen,morning; AM,午前十時 (10 AM)
ちる,chiru,to fall; to scatter,花が散る。 (Flowers scatter.)
会長,kaichou,chairman; president,会長に会う。 (Meet the chairman.)
せい,sei,cause; fault,私のせい (my fault)
通る,tooru,to pass; to go through,道を通る。 (Pass through the road.)
なんと,nanto,how; what,なんと！ (How!)
超える,koeru,to exceed; to go beyond,限界を超える。 (Exceed the limit.)
平和,heiwa,peace,平和を願う。 (Wish for peace.)
基礎,kiso,foundation; basis,基礎を学ぶ。 (Learn basics.)
特定,tokutei,specific; particular,特定の人 (specific person)
ヨーロッパ,yooroppa,Europe,ヨーロッパに行く。 (Go to Europe.)
ネタ,neta,topic; material,ネタを探す。 (Look for material.)
流れ,nagare,flow; stream,流れに沿う。 (Follow the flow.)
どうも,domo,somehow; thank you,どうもありがとう。 (Thank you very much.)
ドア,doa,door,ドアを開ける。 (Open the door.)
村,mura,village,村に住む。 (Live in a village.)
画像,gazou,image; picture,画像を見る。 (View an image.)
少年,shounen,boy; youth,少年がいる。 (There's a boy.)
いえる,ieru,can say,言える (can say)
安定,antei,stability,安定している。 (It's stable.)
実験,jikken,experiment,実験する (to experiment)
ちゃ,cha,casual contraction of ては,食べちゃだめ。 (Must not eat.)
つる,tsuru,to catch; to fish,魚を釣る。 (Catch fish.)
メーカー,meekaa,manufacturer,メーカーに連絡する。 (Contact manufacturer.)
間違い,machigai,mistake; error,間違いがある。 (There's a mistake.)
本人,honnin,the person themselves,本人に会う。 (Meet the person.)
雰囲気,fun'iki,atmosphere; mood,雰囲気がいい。 (Good atmosphere.)
国会,kokkai,National Diet; parliament,国会で話す。 (Speak in parliament.)
気づく,kizuku,to notice; to realize,気づく (to notice)
まぁ,maa,well; I suppose,まぁ、いいでしょう。 (Well, that's fine.)
患者,kanja,patient,患者を診る。 (Examine a patient.)
歌,uta,song,歌を歌う。 (Sing a song.)
会場,kaijou,venue; hall,会場に行く。 (Go to the venue.)
治療,chiryou,treatment; cure,治療を受ける。 (Receive treatment.)
ぜひ,zehi,by all means; please,ぜひ来てください。 (Please come.)
それでも,sore demo,even so; still,それでも行く。 (I'll still go.)
電子,denshi,electron; electronic,電子機器 (electronic device)
小説,shousetsu,novel; fiction,小説を読む。 (Read a novel.)
箸,hashi,chopsticks,箸を使う。 (Use chopsticks.)
死,shi,death,死を恐れる。 (Fear death.)
注目,chuumoku,attention; notice,注目する (to pay attention)
食事,shokuji,meal; eating,食事をする。 (Have a meal.)
維持,iji,maintenance; preservation,維持する (to maintain)
ほぼ,hobo,almost; nearly,ほぼ終わった。 (Almost finished.)
文,bun,sentence; text,文を書く。 (Write a sentence.)
範囲,han'i,range; scope,範囲が広い。 (Wide range.)
コラム,koramu,column,コラムを読む。 (Read a column.)
まとめる,matomeru,to summarize; to collect,まとめる (to summarize)
常に,tsune ni,always; constantly,常に勉強する。 (Always study.)
著作,chosaku,work; writing,著作権 (copyright)
表,omote/hyou,front; table,表を見る。 (Look at the table.)
ものの,mono no,although; but,行ったものの (although I went)
いっぱい,ippai,full; a lot,いっぱい食べる。 (Eat a lot.)
失う,ushinau,to lose,機会を失う。 (Lose an opportunity.)
夫,otto,husband,夫がいる。 (Have a husband.)
理論,riron,theory,理論を学ぶ。 (Study theory.)
秒,byou,second (time),一秒 (one second)
日常,nichijou,daily; everyday,日常生活 (daily life)
イラク,iraku,Iraq,イラクについて (about Iraq)
業者,gyousha,business person; trader,業者に頼む。 (Ask a trader.)
回答,kaitou,answer; response,回答する (to answer)
体制,taisei,system; structure,体制を変える。 (Change the system.)
調整,chousei,adjustment,調整する (to adjust)
訴訟,soshou,lawsuit,訴訟を起こす。 (File a lawsuit.)
階,kai,floor; story,三階 (third floor)
酒,sake,alcohol; sake,酒を飲む。 (Drink alcohol.)
やめる,yameru,to quit; to stop,やめる (to quit)
住民,juumin,resident,住民が多い。 (Many residents.)
はじめ,hajime,beginning; start,始めから (from the beginning)
疑問,gimon,question; doubt,疑問がある。 (Have a question.)
ど,do,how; what,どうする？ (What to do?)
当たる,ataru,to hit; to be right,当たる (to hit)
失敗,shippai,failure; mistake,失敗する (to fail)
落ちる,ochiru,to fall; to drop,落ちる (to fall)
繰り返す,kurikaesu,to repeat,繰り返す (to repeat)
島,shima,island,島に行く。 (Go to an island.)
息子,musuko,son,息子がいる。 (Have a son.)
資本,shihon,capital,資本を集める。 (Raise capital.)
事情,jijou,circumstances; reason,事情がある。 (There are circumstances.)
応援,ouen,support; cheering,応援する (to support)
コース,koosu,course; route,コースを選ぶ。 (Choose a course.)
感想,kansou,impression; thoughts,感想を言う。 (Give impressions.)
届く,todoku,to arrive; to reach,届く (to arrive)
解説,kaisetsu,explanation,解説する (to explain)
行なう,okonau,to perform; to conduct,行なう (to perform)
妻,tsuma,wife,妻がいる。 (Have a wife.)
シリーズ,shiriizu,series,シリーズを読む。 (Read a series.)
客,kyaku,customer; guest,客が来る。 (A customer comes.)
公共,koukyou,public,公共の場所 (public place)
民間,minkan,private; civilian,民間企業 (private company)
イタリア,itaria,Italy,イタリアに行く。 (Go to Italy.)
弁護士,bengoshi,lawyer,弁護士に相談する。 (Consult a lawyer.)
なす,nasu,to do; to accomplish,なすべきこと (what should be done)
裁判,saiban,trial; judgment,裁判を受ける。 (Stand trial.)
古い,furui,old,古い本 (old book)
建物,tatemono,building,建物に入る。 (Enter a building.)
集まる,atsumaru,to gather; to collect,集まる (to gather)
対,tai,against; versus,対戦する (to compete)
省,shou,ministry; omit,省く (to omit)
措置,sochi,measure; step,措置を取る。 (Take measures.)
組合,kumiai,union; association,組合に加入する。 (Join a union.)
に対し,ni taishi,toward; against,彼に対し (toward him)
父,chichi,father,父に会う。 (Meet father.)
：,colon,same as English,
払う,harau,to pay,お金を払う。 (Pay money.)
本来,honrai,originally; naturally,本来は (originally)
元気,genki,healthy; energetic,元気です。 (I'm fine.)
一体,ittai,what on earth; as one,一体何？ (What on earth?)
宇宙,uchuu,universe; space,宇宙に行く。 (Go to space.)
申す,mousu,to say (humble),申します。 (I say [humble].)
図,zu,diagram; figure,図を見る。 (Look at a diagram.)
引く,hiku,to pull; to subtract,引く (to pull)
クラブ,kurabu,club,クラブに参加する。 (Join a club.)
タイトル,taitoru,title,タイトルを読む。 (Read the title.)
作,saku,work; production,作品 (work)
用いる,mochiiru,to use; to employ,用いる (to use)
番,ban,number; turn,番号 (number)
お客様,okyakusama,customer (polite),お客様が来る。 (A customer comes.)
採用,saiyou,employment; adoption,採用する (to employ)
しばらく,shibaraku,for a while,しばらく待つ。 (Wait a while.)
二つ,futatsu,two,二つください。 (Two, please.)
観光,kankou,tourism; sightseeing,観光する (to sightsee)
提出,teishutsu,submission,提出する (to submit)
以来,irai,since; after,以来 (since)
推進,suishin,promotion; advancement,推進する (to promote)
首相,shushou,prime minister,首相に会う。 (Meet the prime minister.)
業,gyou,business; industry,事業 (business)
向け,muke,aimed at; for,子供向け (for children)
確保,kakuho,securing; ensuring,確保する (to secure)
動物,doubutsu,animal,動物が好き。 (I like animals.)
集める,atsumeru,to collect; to gather,集める (to collect)
離れる,hanareru,to leave; to separate,離れる (to leave)
ただし,tadashi,however; but,ただし、条件がある。 (However, there's a condition.)
検査,kensa,inspection; examination,検査する (to inspect)
映像,eizou,image; video,映像を見る。 (Watch a video.)
信頼,shinrai,trust; confidence,信頼する (to trust)
要素,youso,element; factor,要素がある。 (There's an element.)
触れる,fureru,to touch; to mention,触れる (to touch)
笑う,warau,to laugh,笑う (to laugh)
どんどん,dondon,more and more; rapidly,どんどん増える。 (Increase rapidly.)
世,yo,world; society,世の中 (the world)
コスト,kosuto,cost,コストが高い。 (Cost is high.)
人物,jinbutsu,person; character,人物を描く。 (Describe a person.)
規制,kisei,regulation; restriction,規制する (to regulate)
空間,kuukan,space; room,空間がある。 (There's space.)
記念,kinen,commemoration; memory,記念する (to commemorate)
方針,houshin,policy; direction,方針を決める。 (Decide policy.)
もらえる,moraeru,can receive,もらえる (can receive)
よろしい,yoroshii,good; fine (polite),よろしいですか？ (Is it okay?)
もっとも,mottomo,most; however,もっとも重要 (most important)
役,yaku,role; use,役に立つ。 (Be useful.)
右,migi,right,右に曲がる。 (Turn right.)
楽しみ,tanoshimi,enjoyment; fun,楽しみです。 (I'm looking forward to it.)
審議,shingi,deliberation; discussion,審議する (to deliberate)
競争,kyousou,competition,競争する (to compete)
設置,secchi,installation; establishment,設置する (to install)
位置,ichi,position; location,位置を確認する。 (Check position.)
テスト,tesuto,test,テストを受ける。 (Take a test.)
全然,zenzen,not at all (with negative),全然違う。 (Completely different.)
費用,hiyou,cost; expense,費用がかかる。 (It costs money.)
株式会社,kabushikigaisha,corporation; company,株式会社を作る。 (Create a corporation.)
席,seki,seat,席に座る。 (Sit in a seat.)
観,kan,view; observation,観点 (viewpoint)
大統領,daitouryou,president,大統領に会う。 (Meet the president.)
指定,shitei,designation; specification,指定する (to designate)
事務所,jimusho,office,事務所に行く。 (Go to the office.)
感情,kanjou,emotion; feeling,感情がある。 (Have emotions.)
付く,tsuku,to attach; to be included,付く (to attach)
さまざま,samazama,various,様々な人 (various people)
京都,kyouto,Kyoto,京都に行く。 (Go to Kyoto.)
ランキング,rankingu,ranking,ランキングを見る。 (Look at rankings.)
といった,to itta,such as; like,といった問題 (such problems)
かかわる,kakawaru,to be involved; to concern,かかわる (to be involved)
さすが,sasuga,as expected; indeed,さすがだ。 (As expected.)
許す,yurusu,to permit; to forgive,許す (to permit)
空,sora,sky; empty,空を見る。 (Look at the sky.)
関わる,kakawaru,to be involved; to concern,関わる (to be involved)
起こす,okosu,to wake up; to cause,起こす (to wake up)
仲間,nakama,companion; colleague,仲間がいる。 (Have companions.)
メッセージ,messeeji,message,メッセージを送る。 (Send a message.)
迎える,mukaeru,to welcome; to meet,迎える (to welcome)
整理,seiri,organization; arrangement,整理する (to organize)
協会,kyoukai,association; society,協会に加入する。 (Join an association.)
モノ,mono,thing; object,モノを買う。 (Buy things.)
官,kan,government; official,官僚 (bureaucrat)
至る,itaru,to reach; to lead to,至る (to reach)
ロシア,roshia,Russia,ロシアに行く。 (Go to Russia.)
多数,tasuu,majority; many,多数の人がいる。 (Many people.)
デジタル,dejitaru,digital,デジタル技術 (digital technology)
耳,mimi,ear,耳が聞こえる。 (Can hear.)
積極,sekkyoku,positive; active,積極的に (positively)
かつ,katsu,and; moreover,かつ重要 (and important)
願う,negau,to wish; to request,願う (to wish)
安心,anshin,relief; peace of mind,安心する (to feel relieved)
ダメ,dame,no good; useless,ダメだ。 (It's no good.)
独立,dokuritsu,independence,独立する (to become independent)
読者,dokusha,reader,読者が多い。 (Many readers.)
勝つ,katsu,to win,勝つ (to win)
ぶり,buri,style; manner,久しぶり (after a long time)
雇用,koyou,employment,雇用する (to employ)
なに,nani,what,何ですか？ (What is it?)
傾向,keikou,tendency; trend,傾向がある。 (There's a tendency.)
そもそも,somoso mo,in the first place,そもそも (in the first place)
打つ,utsu,to hit; to strike,打つ (to hit)
賞,shou,prize; award,賞をもらう。 (Receive a prize.)
誕生,tanjou,birth,誕生日 (birthday)
ぼく,boku,I; me (casual, male),僕は学生だ。 (I am a student.)
遅い,osoi,late; slow,遅いです。 (It's late.)
流れる,nagareru,to flow,流れる (to flow)
撮る,toru,to take (photo),写真を撮る。 (Take a photo.)
いらっしゃる,irassharu,to come; to be (honorific),いらっしゃる (to come [honorific])
まいる,mairu,to come; to go (humble),参ります。 (I'll come [humble].)
バー,baa,bar,バーに行く。 (Go to a bar.)
都,to,metropolis; capital,都心 (city center)
全員,zen'in,everyone; all members,全員が来た。 (Everyone came.)
コンピュータ,konpyuuta,computer,コンピュータを使う。 (Use a computer.)
皆,minna,everyone; all,皆が来た。 (Everyone came.)
参照,sanshou,reference,参照する (to refer to)
少なくとも,sukunakutomo,at least,少なくとも (at least)
地元,jimoto,local area; hometown,地元の人 (local people)
壁,kabe,wall,壁に絵を掛ける。 (Hang a picture on the wall.)
是非,zehi,by all means; please,是非来てください。 (Please come.)
明確,meikaku,clear; definite,明確だ。 (It's clear.)
つながる,tsunagaru,to connect; to be related,つながる (to connect)
つて,tsute,connection; contact,つてがある。 (Have connections.)
士,shi,person; expert,専門士 (specialist)
特徴,tokuchou,characteristic; feature,特徴がある。 (Have characteristics.)
セット,setto,set,セットを買う。 (Buy a set.)
たつ,tatsu,to stand; to pass,立つ (to stand)
皆様,minasama,everyone (polite),皆様、こんにちは。 (Hello, everyone.)
カメラ,kamera,camera,カメラで撮る。 (Take with a camera.)
どうしても,dou shite mo,no matter what; by all means,どうしても行く。 (I'll go no matter what.)
別に,betsu ni,separately; not particularly,別に問題ない。 (No particular problem.)
魅力,miryoku,charm; appeal,魅力がある。 (Has charm.)
人口,jinkou,population,人口が多い。 (Large population.)
反応,hannou,reaction; response,反応がある。 (There's a reaction.)
きちんと,kichinto,properly; neatly,きちんとする。 (Do it properly.)
まだまだ,mada mada,still; not yet,まだまだだ。 (Still not enough.)
そういった,sou itta,such; that kind of,そういった問題 (such problems)
手段,shudan,means; method,手段を選ぶ。 (Choose a means.)
有効,yuukou,effective; valid,有効だ。 (It's effective.)
タイ,tai,Thailand,タイに行く。 (Go to Thailand.)
工場,koujou,factory,工場で働く。 (Work at a factory.)
入力,nyuuryoku,input,入力する (to input)
ビデオ,bideo,video,ビデオを見る。 (Watch a video.)
注文,chuumon,order; request,注文する (to order)
集中,shuuchuu,concentration,集中する (to concentrate)
あまりに,amari ni,too much; excessively,あまりに多い。 (Too many.)
さま,sama,Mr./Ms. (polite),お客様 (customer)
一度,ichido,once; one time,一度会う。 (Meet once.)
脳,nou,brain,脳を使う。 (Use the brain.)
北,kita,north,北に行く。 (Go north.)
現象,genshou,phenomenon,現象が起きる。 (A phenomenon occurs.)
ビル,biru,building,ビルに入る。 (Enter a building.)
団,dan,group; organization,団体 (organization)
感動,kandou,emotion; being moved,感動する (to be moved)
おいしい,oishii,delicious,おいしい料理 (delicious food)
禁止,kinshi,prohibition; ban,禁止する (to prohibit)
サポート,sapooto,support,サポートする (to support)
ずつ,zutsu,each; at a time,一つずつ (one by one)
実践,jissen,practice; implementation,実践する (to practice)
おそらく,osoraku,probably; perhaps,おそらく来る。 (Will probably come.)
小泉,koizumi,Koizumi (name),小泉さん (Mr. Koizumi)
職員,shokuin,staff member; employee,職員がいる。 (Have staff.)
理事,riji,director; trustee,理事になる。 (Become a director.)
会員,kaiin,member,会員になる。 (Become a member.)
案内,annai,guidance; information,案内する (to guide)
過ごす,sugosu,to spend (time),時間を過ごす。 (Spend time.)
薬,kusuri,medicine; drug,薬を飲む。 (Take medicine.)
シーン,shiin,scene,シーンを見る。 (Watch a scene.)
従来,juurai,conventional; traditional,従来の方法 (conventional method)
農業,nougyou,agriculture,農業をする。 (Do agriculture.)
用意,youi,preparation,用意する (to prepare)
運用,un'you,operation; management,運用する (to operate)
世代,sedai,generation,若い世代 (young generation)
そうした,sou shita,such; that kind of,そうした問題 (such problems)
歌う,utau,to sing,歌を歌う。 (Sing a song.)
強化,kyouka,strengthening; reinforcement,強化する (to strengthen)
納得,nattoku,understanding; agreement,納得する (to understand)
周り,mawari,surroundings; around,周りを見る。 (Look around.)
収入,shuunyuu,income,収入がある。 (Have income.)
増加,zouka,increase,増加する (to increase)
レポート,repooto,report,レポートを書く。 (Write a report.)
年齢,nenrei,age,年齢を聞く。 (Ask age.)
裏,ura,back; reverse,裏を見る。 (Look at the back.)
未来,mirai,future,未来を考える。 (Think about the future.)
社員,shain,employee,社員がいる。 (Have employees.)
食,shoku,food; eating,食事 (meal)
教会,kyoukai,church,教会に行く。 (Go to church.)
舞台,butai,stage,舞台に立つ。 (Stand on stage.)
前回,zenkai,last time; previous,前回会った。 (Met last time.)
年金,nenkin,pension,年金をもらう。 (Receive pension.)
もう少し,mou sukoshi,a little more,もう少し待つ。 (Wait a little more.)
交通,koutsuu,traffic; transportation,交通が便利。 (Convenient transportation.)
総,sou,total; general,総合 (comprehensive)
料金,ryoukin,fee; charge,料金を払う。 (Pay fee.)
教師,kyoushi,teacher,教師になる。 (Become a teacher.)
重い,omoi,heavy; serious,重い荷物 (heavy luggage)
どうして,doushite,why; how,どうして？ (Why?)
著,cho,author; work,著者 (author)
森,mori,forest,森を歩く。 (Walk through forest.)
他人,tanin,other people; stranger,他人に話す。 (Talk to others.)
組,kumi,group; class,組に入る。 (Join a group.)
株式,kabushiki,stock; share,株式を買う。 (Buy stocks.)
上昇,joushou,rise; increase,上昇する (to rise)
否定,hitei,negation; denial,否定する (to deny)
機械,kikai,machine,機械を使う。 (Use a machine.)
完成,kansei,completion,完成する (to complete)
大好き,daisuki,really like; love,大好きです。 (I really like it.)
ねぇ,nee,hey; right?,ねぇ、聞いて。 (Hey, listen.)
扱う,atsukau,to handle; to deal with,扱う (to handle)
修正,shuusei,correction; revision,修正する (to correct)
くん,kun,suffix (casual, male),田中くん (Tanaka-kun)
電車,densha,train,電車に乗る。 (Ride a train.)
一応,ichiou,for now; just in case,一応確認する。 (Check just in case.)
向上,koujou,improvement,向上する (to improve)
負ける,makeru,to lose; to be defeated,負ける (to lose)
生じる,shoujiru,to occur; to arise,生じる (to occur)
週,shuu,week,一週間 (one week)
野球,yakyuu,baseball,野球をする。 (Play baseball.)
姿勢,shisei,posture; attitude,姿勢を正す。 (Correct posture.)
スペイン,supein,Spain,スペインに行く。 (Go to Spain.)
遊ぶ,asobu,to play,遊ぶ (to play)
訪問,houmon,visit,訪問する (to visit)
引用,in'you,quotation; citation,引用する (to quote)
インド,indo,India,インドに行く。 (Go to India.)
並ぶ,narabu,to line up; to stand in a row,並ぶ (to line up)
視点,shiten,viewpoint; perspective,視点が違う。 (Different viewpoint.)
小学校,shougakkou,elementary school,小学校に通う。 (Go to elementary school.)
電気,denki,electricity; light,電気をつける。 (Turn on the light.)
効率,kouritsu,efficiency,効率がいい。 (Efficient.)
間違う,machigau,to make a mistake,間違う (to make a mistake)
芸術,geijutsu,art,芸術が好き。 (I like art.)
挙げる,ageru,to raise; to give examples,手を挙げる。 (Raise hand.)
会話,kaiwa,conversation,会話をする。 (Have a conversation.)
ドラマ,dorama,drama; TV drama,ドラマを見る。 (Watch a drama.)
再び,futatabi,again; once more,再び会う。 (Meet again.)
春,haru,spring,春が来る。 (Spring comes.)
解釈,kaishaku,interpretation,解釈する (to interpret)
ゆく,yuku,to go (literary),行く (to go)
猫,neko,cat,猫を飼う。 (Keep a cat.)
４月,shigatsu,April,四月に (in April)
資産,shisan,assets; property,資産がある。 (Have assets.)
行,gyou,line; row,行を読む。 (Read a line.)
結論,ketsuron,conclusion,結論を出す。 (Draw a conclusion.)
大丈夫,daijoubu,all right; safe,大丈夫です。 (It's okay.)
止める,tomeru,to stop,止める (to stop)
取り組む,torikumu,to tackle; to work on,取り組む (to tackle)
かつて,katsute,once; formerly,かつては (once)
怖い,kowai,scary; afraid,怖いです。 (I'm scared.)
半,han,half,半分 (half)
界,kai,world; field,世界 (world)
製造,seizou,manufacturing,製造する (to manufacture)
困難,konnan,difficulty; hardship,困難だ。 (It's difficult.)
回復,kaifuku,recovery; restoration,回復する (to recover)
美味しい,oishii,delicious,美味しい料理 (delicious food)
適用,tekiyou,application; application of law,適用する (to apply)
